transaction_id,customer_id,transaction_date,transaction_status,coupon_name,burn_date,branch_id,redemption_status
1101,104,2022-11-01,subscribed,Rcr-853,,10,Not Redeemed
1102,483,2024-05-18,subscribed,ZaN-571,,10,Not Redeemed
1103,224,2024-05-05,subscribed,zUF-925,,2,Not Redeemed
1104,832,2024-06-19,subscribed,hRn-613,,1,Not Redeemed
1105,874,2023-08-21,subscribed,yyk-976,,5,Not Redeemed
1106,866,2024-01-30,subscribed,Frg-120,,1,Not Redeemed
1107,491,2024-02-26,burned,zJy-622,2024-05-25,1,Redeemed
1108,473,2023-08-31,burned,GCq-054,2023-11-22,1,Redeemed
1109,10,2024-05-04,burned,CHG-925,2024-06-07,6,Redeemed
1110,405,2024-02-27,burned,CnA-901,2024-05-21,9,Redeemed
1111,896,2023-02-06,subscribed,DWQ-397,,10,Not Redeemed
1112,302,2023-02-07,burned,dpU-037,2023-03-22,1,Redeemed
1113,231,2024-03-27,burned,UiV-814,2024-06-05,5,Redeemed
1114,731,2024-04-20,subscribed,Iwq-118,,9,Not Redeemed
1115,923,2023-05-01,subscribed,NMG-323,,9,Not Redeemed
1116,66,2024-04-05,subscribed,bjw-891,,1,Not Redeemed
1117,937,2024-04-14,subscribed,hEY-530,,8,Not Redeemed
1118,112,2022-06-05,subscribed,WBD-693,,1,Not Redeemed
1119,13,2023-07-17,burned,bkF-533,2023-09-09,8,Redeemed
1120,393,2022-11-01,subscribed,GlK-827,,1,Not Redeemed
1121,500,2024-03-14,burned,ZBi-427,2024-06-05,5,Redeemed
1122,932,2024-07-13,burned,zqN-846,2024-07-29,8,Redeemed
1123,598,2024-04-06,subscribed,ujI-898,,6,Not Redeemed
1124,234,2024-07-13,burned,yjq-461,2024-09-13,9,Redeemed
1125,602,2024-06-27,burned,PmQ-022,2024-09-19,1,Redeemed
1126,314,2024-03-05,subscribed,uLo-610,,9,Not Redeemed
1127,566,2023-12-29,burned,tIY-144,2024-03-24,1,Redeemed
1128,12,2024-01-04,burned,ljP-385,2024-02-20,10,Redeemed
1129,209,2024-04-19,burned,PKl-994,2024-06-01,10,Redeemed
1130,974,2023-05-28,subscribed,dDk-698,,3,Not Redeemed
1131,14,2023-05-20,subscribed,fZc-783,,1,Not Redeemed
1132,633,2024-05-18,subscribed,hJD-562,,3,Not Redeemed
1133,418,2022-10-24,burned,AlZ-331,2023-01-08,2,Redeemed
1134,437,2024-06-02,subscribed,eAb-232,,2,Not Redeemed
1135,377,2023-08-02,burned,aoI-408,2023-10-17,9,Redeemed
1136,20,2024-03-01,subscribed,pQL-921,,8,Not Redeemed
1137,587,2024-01-10,burned,Ezu-648,2024-03-17,1,Redeemed
1138,912,2024-05-28,subscribed,hjx-524,,4,Not Redeemed
1139,755,2022-01-31,subscribed,rFx-352,,1,Not Redeemed
1140,735,2023-05-20,burned,fie-706,2023-05-30,1,Redeemed
1141,70,2022-09-27,subscribed,WQE-202,,4,Not Redeemed
1142,824,2023-07-25,burned,Fgk-486,2023-10-11,2,Redeemed
1143,211,2024-04-03,subscribed,ITb-747,,3,Not Redeemed
1144,101,2024-03-31,subscribed,Auq-552,,9,Not Redeemed
1145,698,2023-04-26,burned,Xut-085,2023-05-19,2,Redeemed
1146,132,2023-08-09,burned,Wgf-325,2023-10-26,4,Redeemed
1147,623,2024-01-26,burned,Bwv-966,2024-03-01,1,Redeemed
1148,381,2022-06-04,subscribed,uwC-242,,2,Not Redeemed
1149,132,2024-03-08,burned,ZEx-063,2024-03-29,5,Redeemed
1150,20,2024-05-08,subscribed,YDn-464,,10,Not Redeemed
1151,906,2024-06-27,burned,AXh-302,2024-07-12,1,Redeemed
1152,536,2024-03-22,burned,ktS-796,2024-04-16,7,Redeemed
1153,227,2023-01-15,burned,PXG-674,2023-04-12,4,Redeemed
1154,154,2024-07-04,burned,bvk-486,2024-09-11,6,Redeemed
1155,805,2024-01-27,burned,IFw-717,2024-03-22,8,Redeemed
1156,742,2024-01-23,burned,ZGp-604,2024-02-14,6,Redeemed
1157,469,2023-11-26,subscribed,Ejs-670,,2,Not Redeemed
1158,822,2024-07-01,burned,Gnf-954,2024-08-19,1,Redeemed
1159,1000,2024-04-20,subscribed,TmE-861,,8,Not Redeemed
1160,871,2024-01-30,burned,ODR-247,2024-03-12,8,Redeemed
1161,405,2023-08-17,burned,Fuz-041,2023-08-26,9,Redeemed
1162,202,2023-02-18,burned,VSK-040,2023-03-10,6,Redeemed
1163,38,2022-02-27,subscribed,QVV-166,,1,Not Redeemed
1164,942,2024-03-30,subscribed,ZVk-650,,9,Not Redeemed
1165,772,2023-11-30,burned,xoV-260,2024-02-16,3,Redeemed
1166,188,2024-02-28,subscribed,wpa-652,,6,Not Redeemed
1167,57,2022-02-17,burned,fbN-095,2022-02-22,10,Redeemed
1168,941,2022-06-01,burned,XmT-535,2022-06-04,10,Redeemed
1169,20,2024-06-03,subscribed,iCx-245,,9,Not Redeemed
1170,273,2024-03-23,subscribed,Gqf-180,,3,Not Redeemed
1171,119,2024-04-25,subscribed,qZp-527,,5,Not Redeemed
1172,583,2024-04-15,subscribed,lDh-058,,5,Not Redeemed
1173,516,2024-06-01,burned,ceU-795,2024-07-07,10,Redeemed
1174,221,2024-05-20,subscribed,fPS-858,,7,Not Redeemed
1175,526,2023-08-03,subscribed,cNQ-343,,4,Not Redeemed
1176,515,2023-07-05,burned,CHV-594,2023-09-08,4,Redeemed
1177,728,2024-05-15,subscribed,yyQ-258,,7,Not Redeemed
1178,741,2024-01-18,subscribed,IKb-283,,9,Not Redeemed
1179,336,2024-07-14,subscribed,Gaw-203,,4,Not Redeemed
1180,698,2023-07-22,subscribed,aot-858,,4,Not Redeemed
1181,55,2023-10-11,burned,HBl-183,2023-10-31,6,Redeemed
1182,500,2024-05-21,burned,ikE-865,2024-06-03,6,Redeemed
1183,900,2024-04-14,subscribed,Ngi-053,,7,Not Redeemed
1184,888,2024-07-05,subscribed,hUz-038,,1,Not Redeemed
1185,766,2024-03-06,burned,RYo-199,2024-05-31,3,Redeemed
1186,536,2023-08-19,subscribed,nVE-837,,9,Not Redeemed
1187,162,2023-03-09,subscribed,Mwp-341,,6,Not Redeemed
1188,670,2024-03-27,subscribed,lAI-510,,6,Not Redeemed
1189,594,2024-05-02,subscribed,WPx-536,,5,Not Redeemed
1190,915,2023-12-26,subscribed,kVL-509,,3,Not Redeemed
1191,159,2024-06-23,subscribed,kqA-571,,5,Not Redeemed
1192,188,2022-04-12,subscribed,hmb-933,,1,Not Redeemed
1193,60,2023-06-05,subscribed,VCs-524,,3,Not Redeemed
1194,915,2024-05-31,subscribed,sME-804,,4,Not Redeemed
1195,817,2024-06-27,burned,HFQ-839,2024-08-10,5,Redeemed
1196,319,2024-06-19,burned,grQ-847,2024-07-18,10,Redeemed
1197,878,2024-07-01,burned,mps-562,2024-09-13,9,Redeemed
1198,211,2024-05-24,subscribed,sFi-623,,4,Not Redeemed
1199,406,2024-07-08,subscribed,gMS-758,,3,Not Redeemed
1200,664,2024-04-26,burned,ksv-624,2024-06-21,10,Redeemed
1201,109,2023-12-25,subscribed,DUq-403,,1,Not Redeemed
1202,76,2024-02-22,burned,sYO-335,2024-04-29,10,Redeemed
1203,542,2024-06-24,subscribed,svn-147,,6,Not Redeemed
1204,314,2023-07-29,burned,Hlm-262,2023-10-14,7,Redeemed
1205,998,2024-03-22,burned,sTB-545,2024-06-12,10,Redeemed
1206,117,2023-08-22,burned,cQg-061,2023-10-24,8,Redeemed
1207,927,2024-05-04,subscribed,vvK-439,,1,Not Redeemed
1208,868,2022-09-23,burned,Aky-657,2022-12-17,4,Redeemed
1209,704,2024-03-14,subscribed,YPE-430,,5,Not Redeemed
1210,19,2023-08-26,subscribed,Xoc-671,,2,Not Redeemed
1211,432,2024-01-18,subscribed,Vim-010,,1,Not Redeemed
1212,685,2023-12-31,subscribed,voC-957,,8,Not Redeemed
1213,740,2023-06-15,subscribed,jju-439,,6,Not Redeemed
1214,350,2024-06-30,subscribed,VhR-577,,5,Not Redeemed
1215,183,2024-07-08,subscribed,ppZ-242,,9,Not Redeemed
1216,113,2022-11-14,burned,tur-457,2022-11-18,2,Redeemed
1217,183,2024-06-28,burned,Yor-532,2024-07-27,10,Redeemed
1218,481,2024-04-05,burned,YlX-881,2024-06-04,8,Redeemed
1219,146,2023-05-29,subscribed,cWY-666,,10,Not Redeemed
1220,831,2024-06-29,subscribed,wzv-123,,9,Not Redeemed
1221,628,2024-01-03,subscribed,Xso-160,,1,Not Redeemed
1222,113,2022-09-04,subscribed,TXP-974,,7,Not Redeemed
1223,763,2023-01-14,burned,eFU-901,2023-02-26,8,Redeemed
1224,476,2022-06-11,subscribed,XxF-729,,3,Not Redeemed
1225,763,2023-02-25,burned,JGy-615,2023-03-06,4,Redeemed
1226,303,2024-01-11,subscribed,dpN-736,,3,Not Redeemed
1227,971,2024-07-06,burned,UDR-943,2024-07-26,7,Redeemed
1228,825,2024-06-05,subscribed,SqP-073,,9,Not Redeemed
1229,118,2022-10-23,burned,rrT-411,2022-12-08,3,Redeemed
1230,813,2024-07-09,subscribed,ijz-779,,6,Not Redeemed
1231,161,2024-06-08,burned,Qsc-481,2024-07-22,8,Redeemed
1232,401,2023-01-26,subscribed,agY-997,,6,Not Redeemed
1233,198,2022-12-02,burned,oNr-174,2023-01-18,2,Redeemed
1234,260,2024-06-13,burned,mmp-587,2024-08-15,7,Redeemed
1235,660,2024-06-03,subscribed,XCV-452,,2,Not Redeemed
1236,752,2024-01-26,burned,nXT-265,2024-04-17,2,Redeemed
1237,47,2024-02-05,subscribed,Sel-152,,2,Not Redeemed
1238,987,2023-06-04,subscribed,sSA-521,,1,Not Redeemed
1239,399,2024-06-13,subscribed,MId-213,,1,Not Redeemed
1240,710,2023-12-27,burned,QtU-968,2024-01-24,7,Redeemed
1241,559,2024-05-25,burned,hdc-415,2024-06-04,5,Redeemed
1242,78,2023-07-29,subscribed,CFb-950,,3,Not Redeemed
1243,124,2024-06-04,subscribed,KIj-918,,1,Not Redeemed
1244,75,2024-05-23,burned,EWB-316,2024-06-14,10,Redeemed
1245,871,2023-11-10,burned,fKx-137,2024-01-16,6,Redeemed
1246,137,2022-05-09,burned,kJo-599,2022-05-11,1,Redeemed
1247,602,2024-05-20,subscribed,Bdn-672,,9,Not Redeemed
1248,400,2024-05-26,subscribed,OyS-639,,2,Not Redeemed
1249,837,2023-05-01,subscribed,fKO-790,,1,Not Redeemed
1250,505,2021-11-30,subscribed,Zia-743,,7,Not Redeemed
1251,500,2024-04-14,subscribed,Nis-332,,6,Not Redeemed
1252,573,2022-07-16,burned,oWg-145,2022-08-14,6,Redeemed
1253,138,2024-06-17,subscribed,qYJ-470,,5,Not Redeemed
1254,50,2023-07-02,burned,aLp-721,2023-09-08,4,Redeemed
1255,771,2022-01-17,burned,aZE-928,2022-03-03,4,Redeemed
1256,973,2024-04-13,subscribed,lyw-900,,3,Not Redeemed
1257,619,2024-06-05,burned,jlF-028,2024-09-01,10,Redeemed
1258,625,2023-05-07,subscribed,USu-025,,8,Not Redeemed
1259,862,2024-07-10,burned,SHx-193,2024-09-16,7,Redeemed
1260,254,2024-01-04,subscribed,gyB-476,,9,Not Redeemed
1261,630,2023-08-31,subscribed,FeE-491,,1,Not Redeemed
1262,710,2024-02-29,burned,Nva-328,2024-03-08,7,Redeemed
1263,849,2024-04-17,subscribed,ASk-012,,10,Not Redeemed
1264,877,2023-04-24,burned,VIN-644,2023-06-04,4,Redeemed
1265,563,2023-12-03,subscribed,jNG-387,,7,Not Redeemed
1266,757,2023-11-11,subscribed,JRQ-081,,1,Not Redeemed
1267,915,2023-08-05,subscribed,OCf-547,,5,Not Redeemed
1268,426,2023-01-08,burned,hKu-775,2023-04-05,3,Redeemed
1269,547,2024-04-16,burned,JTR-047,2024-04-28,5,Redeemed
1270,302,2024-06-25,subscribed,YTw-551,,4,Not Redeemed
1271,922,2023-06-26,burned,GzR-166,2023-07-22,2,Redeemed
1272,581,2024-02-05,subscribed,rFY-558,,4,Not Redeemed
1273,349,2022-12-28,burned,sQr-679,2023-03-03,3,Redeemed
1274,832,2024-06-11,burned,daH-015,2024-07-23,1,Redeemed
1275,933,2024-07-12,subscribed,jzV-391,,10,Not Redeemed
1276,980,2024-06-25,subscribed,wby-888,,8,Not Redeemed
1277,49,2023-12-19,subscribed,roK-769,,5,Not Redeemed
1278,917,2024-04-24,subscribed,ZCC-091,,4,Not Redeemed
1279,74,2024-02-06,subscribed,OXU-942,,10,Not Redeemed
1280,704,2023-06-13,burned,Ikz-842,2023-06-16,5,Redeemed
1281,261,2023-07-29,burned,STW-788,2023-10-24,4,Redeemed
1282,356,2024-05-23,subscribed,EEM-658,,3,Not Redeemed
1283,582,2021-12-29,subscribed,iOz-292,,5,Not Redeemed
1284,602,2024-06-22,subscribed,iTM-669,,4,Not Redeemed
1285,260,2024-03-31,burned,rOL-899,2024-05-16,1,Redeemed
1286,638,2023-11-16,subscribed,Wvb-705,,3,Not Redeemed
1287,743,2024-04-27,subscribed,Vyx-523,,10,Not Redeemed
1288,295,2024-02-19,burned,xJI-869,2024-05-15,10,Redeemed
1289,931,2024-07-08,burned,ySx-586,2024-09-05,8,Redeemed
1290,641,2024-01-14,burned,pyc-115,2024-03-03,7,Redeemed
1291,792,2024-05-29,burned,oIg-077,2024-07-17,2,Redeemed
1292,313,2024-06-22,subscribed,ljU-147,,1,Not Redeemed
1293,612,2024-06-14,burned,WMy-212,2024-07-26,3,Redeemed
1294,838,2024-05-10,burned,Jwb-537,2024-05-23,5,Redeemed
1295,809,2023-07-07,subscribed,oTL-416,,10,Not Redeemed
1296,182,2024-06-10,subscribed,BBZ-235,,1,Not Redeemed
1297,686,2023-10-11,subscribed,tbW-212,,3,Not Redeemed
1298,828,2024-06-15,burned,foD-850,2024-07-21,3,Redeemed
1299,364,2024-05-05,subscribed,HWa-043,,5,Not Redeemed
1300,188,2022-07-26,burned,Nrr-050,2022-08-11,3,Redeemed
1301,569,2023-09-13,burned,tqp-149,2023-09-25,9,Redeemed
1302,543,2024-05-14,burned,MeN-187,2024-06-12,1,Redeemed
1303,596,2024-01-16,subscribed,pqN-733,,4,Not Redeemed
1304,664,2024-04-20,burned,oeC-689,2024-05-19,10,Redeemed
1305,985,2024-06-04,subscribed,EfH-769,,10,Not Redeemed
1306,548,2024-04-09,subscribed,tht-637,,4,Not Redeemed
1307,725,2023-08-06,subscribed,RPW-715,,1,Not Redeemed
1308,926,2024-02-04,burned,GYR-721,2024-02-10,2,Redeemed
1309,408,2023-12-15,burned,xui-114,2024-01-21,1,Redeemed
1310,876,2024-01-25,burned,VvP-332,2024-04-14,6,Redeemed
1311,618,2024-07-03,subscribed,GtC-774,,3,Not Redeemed
1312,414,2023-10-17,burned,fyQ-343,2023-10-28,7,Redeemed
1313,342,2024-07-04,burned,Jtl-984,2024-08-25,5,Redeemed
1314,220,2024-06-09,burned,tsd-483,2024-07-24,9,Redeemed
1315,903,2023-07-17,burned,urv-127,2023-07-22,7,Redeemed
1316,163,2024-04-19,burned,sFG-664,2024-05-11,4,Redeemed
1317,951,2024-04-11,subscribed,Eyp-548,,5,Not Redeemed
1318,220,2024-03-15,subscribed,UOU-825,,5,Not Redeemed
1319,270,2023-07-17,subscribed,kcH-469,,5,Not Redeemed
1320,632,2023-11-06,subscribed,TTG-349,,10,Not Redeemed
1321,906,2024-06-28,burned,abg-175,2024-07-24,9,Redeemed
1322,848,2024-03-25,subscribed,qSe-149,,10,Not Redeemed
1323,400,2024-07-13,burned,XeM-556,2024-08-22,3,Redeemed
1324,182,2024-05-06,subscribed,uyD-234,,6,Not Redeemed
1325,991,2023-10-06,subscribed,jVx-488,,8,Not Redeemed
1326,618,2024-06-08,subscribed,GwM-010,,9,Not Redeemed
1327,729,2024-06-17,burned,HPS-735,2024-09-09,7,Redeemed
1328,205,2023-09-18,burned,riI-197,2023-12-15,3,Redeemed
1329,582,2022-09-16,subscribed,ZOc-623,,1,Not Redeemed
1330,556,2023-10-03,burned,reE-460,2023-10-24,4,Redeemed
1331,841,2024-02-06,subscribed,VHF-741,,6,Not Redeemed
1332,813,2024-06-09,subscribed,ZjM-929,,3,Not Redeemed
1333,228,2023-09-23,subscribed,LyA-807,,1,Not Redeemed
1334,696,2024-07-08,burned,Iua-276,2024-08-28,6,Redeemed
1335,619,2023-08-01,subscribed,mSt-202,,1,Not Redeemed
1336,596,2023-07-11,subscribed,SJj-569,,9,Not Redeemed
1337,850,2024-05-31,subscribed,nLQ-443,,1,Not Redeemed
1338,250,2024-06-29,burned,GVo-447,2024-08-29,6,Redeemed
1339,875,2023-03-16,subscribed,lNG-116,,1,Not Redeemed
1340,441,2023-12-03,burned,dex-615,2023-12-26,7,Redeemed
1341,533,2024-03-09,subscribed,HIJ-384,,3,Not Redeemed
1342,196,2023-12-18,burned,dUR-342,2024-02-17,6,Redeemed
1343,690,2024-04-29,subscribed,pMg-860,,7,Not Redeemed
1344,929,2023-06-23,subscribed,yjE-723,,1,Not Redeemed
1345,987,2022-12-27,burned,SMi-076,2023-02-08,1,Redeemed
1346,519,2023-09-10,burned,RMs-256,2023-12-02,5,Redeemed
1347,70,2023-10-26,subscribed,nyA-429,,6,Not Redeemed
1348,639,2024-06-04,burned,Uxi-811,2024-06-18,9,Redeemed
1349,399,2024-05-30,subscribed,kua-801,,1,Not Redeemed
1350,978,2023-11-10,subscribed,ksY-818,,4,Not Redeemed
1351,672,2024-06-22,subscribed,ZzC-159,,10,Not Redeemed
1352,760,2023-04-01,burned,eZu-539,2023-04-03,8,Redeemed
1353,203,2024-05-18,subscribed,EfA-503,,10,Not Redeemed
1354,148,2022-08-20,burned,dyn-598,2022-09-04,9,Redeemed
1355,472,2023-06-29,subscribed,xDC-309,,3,Not Redeemed
1356,655,2024-05-07,burned,ZMw-889,2024-07-19,2,Redeemed
1357,944,2024-01-28,burned,ZYI-048,2024-02-15,4,Redeemed
1358,199,2023-10-10,subscribed,Wgl-100,,2,Not Redeemed
1359,917,2024-07-02,burned,amo-704,2024-07-24,1,Redeemed
1360,426,2024-04-08,subscribed,gyi-629,,3,Not Redeemed
1361,666,2024-04-25,subscribed,iLa-511,,7,Not Redeemed
1362,492,2024-06-03,subscribed,zup-183,,1,Not Redeemed
1363,888,2024-06-29,subscribed,XUn-239,,2,Not Redeemed
1364,896,2023-10-27,subscribed,txQ-164,,1,Not Redeemed
1365,142,2023-07-11,burned,dcV-015,2023-08-03,8,Redeemed
1366,313,2024-07-01,subscribed,ffK-717,,5,Not Redeemed
1367,165,2023-07-23,burned,Ois-184,2023-08-18,8,Redeemed
1368,314,2023-09-11,burned,xJl-942,2023-10-18,3,Redeemed
1369,21,2023-09-04,subscribed,dXi-667,,7,Not Redeemed
1370,82,2024-05-28,burned,lIm-049,2024-08-10,8,Redeemed
1371,581,2024-01-27,subscribed,wgB-959,,6,Not Redeemed
1372,131,2023-10-29,burned,yGe-211,2023-12-21,7,Redeemed
1373,599,2024-01-15,burned,sSJ-194,2024-03-13,2,Redeemed
1374,730,2022-09-08,burned,GlC-407,2022-11-21,8,Redeemed
1375,933,2024-07-12,subscribed,Gni-271,,5,Not Redeemed
1376,984,2022-05-10,burned,aJb-954,2022-06-23,7,Redeemed
1377,305,2024-04-10,subscribed,sGN-495,,1,Not Redeemed
1378,915,2023-11-03,burned,LTU-803,2023-11-15,5,Redeemed
1379,371,2024-01-21,burned,emw-336,2024-02-28,1,Redeemed
1380,857,2024-06-04,burned,rJw-782,2024-06-04,8,Redeemed
1381,853,2024-05-12,burned,Iio-030,2024-05-19,4,Redeemed
1382,384,2022-02-28,subscribed,GMc-271,,4,Not Redeemed
1383,908,2023-06-14,subscribed,haL-668,,2,Not Redeemed
1384,445,2024-06-10,burned,cgA-405,2024-07-08,5,Redeemed
1385,425,2023-07-11,burned,YwC-586,2023-08-25,1,Redeemed
1386,161,2024-03-19,subscribed,HJT-411,,9,Not Redeemed
1387,178,2024-02-19,subscribed,Qwt-241,,5,Not Redeemed
1388,629,2024-06-27,subscribed,oBp-023,,6,Not Redeemed
1389,708,2024-02-15,subscribed,Ovl-644,,2,Not Redeemed
1390,895,2022-10-31,burned,PcU-160,2022-11-21,10,Redeemed
1391,490,2022-06-07,burned,XAv-546,2022-07-16,10,Redeemed
1392,327,2024-03-15,subscribed,ztW-570,,1,Not Redeemed
1393,598,2023-05-09,subscribed,SBZ-237,,4,Not Redeemed
1394,289,2024-04-17,subscribed,WyA-614,,7,Not Redeemed
1395,593,2024-07-02,subscribed,lXX-350,,6,Not Redeemed
1396,664,2022-11-26,subscribed,kbq-953,,10,Not Redeemed
1397,573,2022-09-21,subscribed,PYG-193,,1,Not Redeemed
1398,573,2023-01-24,burned,Xtl-251,2023-02-26,1,Redeemed
1399,354,2024-01-16,burned,SbH-791,2024-04-06,8,Redeemed
1400,28,2022-09-04,burned,hwO-308,2022-10-09,4,Redeemed
1401,954,2023-05-25,subscribed,Rxi-474,,5,Not Redeemed
1402,43,2023-01-20,subscribed,mhg-314,,7,Not Redeemed
1403,681,2024-07-01,subscribed,DYO-608,,8,Not Redeemed
1404,423,2024-06-15,burned,mnf-213,2024-08-24,10,Redeemed
1405,598,2023-08-08,subscribed,iar-149,,7,Not Redeemed
1406,177,2023-11-20,subscribed,mHP-842,,2,Not Redeemed
1407,529,2023-12-27,burned,cwk-353,2024-02-18,4,Redeemed
1408,610,2023-11-29,subscribed,sFN-036,,10,Not Redeemed
1409,966,2023-02-20,burned,TyI-816,2023-03-24,1,Redeemed
1410,494,2022-11-03,burned,yYw-333,2022-11-20,10,Redeemed
1411,198,2023-11-09,subscribed,UoC-437,,9,Not Redeemed
1412,610,2023-03-22,burned,ONN-498,2023-04-30,3,Redeemed
1413,577,2024-06-23,subscribed,GPp-721,,3,Not Redeemed
1414,842,2023-03-17,burned,soT-613,2023-06-04,10,Redeemed
1415,853,2024-06-15,subscribed,chq-673,,9,Not Redeemed
1416,517,2024-06-27,burned,mgm-641,2024-07-23,10,Redeemed
1417,514,2022-04-16,subscribed,qlF-458,,3,Not Redeemed
1418,22,2024-05-16,burned,lvd-850,2024-08-10,8,Redeemed
1419,112,2023-07-04,burned,MFe-158,2023-08-07,2,Redeemed
1420,57,2023-12-08,burned,VHa-358,2024-01-13,3,Redeemed
1421,66,2024-05-03,subscribed,SOp-200,,2,Not Redeemed
1422,842,2023-06-10,subscribed,gpx-178,,1,Not Redeemed
1423,98,2024-07-06,burned,ZMq-207,2024-07-06,2,Redeemed
1424,144,2023-10-24,subscribed,drJ-490,,8,Not Redeemed
1425,880,2023-08-14,burned,GWe-287,2023-10-20,9,Redeemed
1426,435,2024-04-09,subscribed,fJP-279,,2,Not Redeemed
1427,637,2024-04-02,burned,zyg-519,2024-06-24,7,Redeemed
1428,679,2022-04-22,subscribed,glq-636,,5,Not Redeemed
1429,86,2023-01-09,burned,sTI-293,2023-02-21,3,Redeemed
1430,588,2024-01-26,burned,ZEg-969,2024-03-10,9,Redeemed
1431,344,2024-06-30,burned,uNE-617,2024-07-14,6,Redeemed
1432,936,2023-09-15,burned,Lza-720,2023-09-18,1,Redeemed
1433,294,2024-02-10,subscribed,dCD-451,,5,Not Redeemed
1434,956,2022-10-15,burned,mLl-981,2023-01-11,7,Redeemed
1435,571,2023-10-11,subscribed,XJP-007,,4,Not Redeemed
1436,650,2024-06-30,subscribed,EvH-867,,8,Not Redeemed
1437,611,2023-04-24,burned,LNB-046,2023-05-20,10,Redeemed
1438,704,2024-01-01,subscribed,oBR-095,,5,Not Redeemed
1439,243,2023-06-02,subscribed,nog-048,,9,Not Redeemed
1440,831,2024-07-02,subscribed,Pos-578,,9,Not Redeemed
1441,561,2024-06-25,burned,FBj-047,2024-08-02,9,Redeemed
1442,960,2024-03-10,subscribed,MCj-852,,1,Not Redeemed
1443,32,2024-07-08,subscribed,gpP-889,,2,Not Redeemed
1444,391,2024-02-16,burned,ypl-967,2024-05-07,3,Redeemed
1445,277,2022-12-10,burned,fFv-069,2023-01-23,4,Redeemed
1446,532,2022-10-11,subscribed,CDd-428,,10,Not Redeemed
1447,154,2024-07-05,burned,sQi-944,2024-07-08,9,Redeemed
1448,383,2024-04-09,subscribed,UlD-382,,10,Not Redeemed
1449,68,2023-06-10,subscribed,jsP-221,,6,Not Redeemed
1450,878,2024-02-04,subscribed,jKD-424,,1,Not Redeemed
1451,884,2024-06-05,burned,JYH-501,2024-08-29,9,Redeemed
1452,214,2024-07-08,subscribed,sIo-072,,6,Not Redeemed
1453,655,2024-04-13,burned,qdJ-219,2024-06-21,4,Redeemed
1454,376,2024-01-09,burned,RMa-653,2024-02-17,4,Redeemed
1455,744,2024-05-09,subscribed,wdM-630,,3,Not Redeemed
1456,213,2024-04-18,burned,VRB-366,2024-06-11,7,Redeemed
1457,79,2022-03-09,burned,HXT-525,2022-03-28,3,Redeemed
1458,726,2024-07-12,burned,Tih-642,2024-08-18,2,Redeemed
1459,628,2023-07-11,burned,dIL-825,2023-07-12,10,Redeemed
1460,604,2023-12-02,burned,zsg-203,2024-02-07,8,Redeemed
1461,782,2024-01-14,subscribed,BPh-018,,4,Not Redeemed
1462,923,2023-08-12,burned,lAn-136,2023-10-05,8,Redeemed
1463,381,2023-09-09,subscribed,brr-024,,1,Not Redeemed
1464,680,2024-06-04,subscribed,xmw-733,,5,Not Redeemed
1465,58,2024-07-14,subscribed,ARt-642,,9,Not Redeemed
1466,796,2024-05-27,subscribed,HRp-099,,1,Not Redeemed
1467,26,2024-06-04,subscribed,und-851,,4,Not Redeemed
1468,881,2024-07-13,subscribed,qza-032,,6,Not Redeemed
1469,447,2024-03-21,burned,KFU-218,2024-06-04,10,Redeemed
1470,66,2024-05-03,burned,FKX-917,2024-07-04,8,Redeemed
1471,921,2024-03-08,burned,Sfj-885,2024-05-16,3,Redeemed
1472,760,2021-11-09,subscribed,jji-244,,5,Not Redeemed
1473,254,2024-03-19,burned,NMS-189,2024-06-11,7,Redeemed
1474,899,2024-03-18,burned,XFx-036,2024-04-03,1,Redeemed
1475,968,2024-05-18,burned,LIC-285,2024-08-12,7,Redeemed
1476,44,2024-05-13,subscribed,noA-888,,8,Not Redeemed
1477,97,2024-07-02,burned,Gsy-131,2024-09-26,8,Redeemed
1478,554,2023-09-10,subscribed,gqo-845,,9,Not Redeemed
1479,227,2022-01-25,burned,Cre-447,2022-01-27,6,Redeemed
1480,774,2023-09-25,subscribed,qDY-597,,6,Not Redeemed
1481,679,2022-11-18,subscribed,hAN-103,,2,Not Redeemed
1482,436,2024-02-26,subscribed,uJa-093,,3,Not Redeemed
1483,791,2022-07-20,burned,PER-098,2022-08-06,4,Redeemed
1484,601,2024-04-26,burned,dir-745,2024-04-28,4,Redeemed
1485,379,2023-10-23,subscribed,UiS-166,,8,Not Redeemed
1486,178,2023-11-09,burned,LFR-696,2023-11-30,1,Redeemed
1487,427,2023-04-26,subscribed,liN-372,,10,Not Redeemed
1488,915,2024-02-27,subscribed,oXU-106,,4,Not Redeemed
1489,709,2022-07-13,burned,dgF-871,2022-08-23,4,Redeemed
1490,307,2024-03-14,burned,kdY-368,2024-04-27,1,Redeemed
1491,779,2024-02-14,burned,jdH-606,2024-03-20,3,Redeemed
1492,504,2023-06-03,subscribed,bJn-119,,5,Not Redeemed
1493,268,2024-05-12,subscribed,pNj-323,,6,Not Redeemed
1494,586,2023-05-24,burned,vfM-389,2023-06-20,9,Redeemed
1495,8,2024-03-04,subscribed,lVE-897,,9,Not Redeemed
1496,920,2022-12-05,burned,jdh-257,2022-12-25,9,Redeemed
1497,508,2024-01-26,subscribed,hqQ-009,,1,Not Redeemed
1498,476,2023-08-05,burned,Zqb-897,2023-10-06,9,Redeemed
